course_code,course_name,units,year,description,requirements,faculty,outcomes,corequisites,exclusions,recommended,department_name,department_code,instructor,keywords,prereq_codes
ENCH 423,Topics in Inorganic and Organometallic Chemistry,3.0,4.0,"An examination of aspects of modern inorganic and organometallic chemistry. Topics will include metal-ligand bonding in organometallic complexes, applications of organometallics in organic synthesis, metal-metal bonding in dinuclear and polynuclear metal complexes, and may include reaction mechanisms of transition metal complexes, bioinorganic chemistry and symmetry.
(Lec: 3, Lab: 0, Tut: 0)",Prerequisites: ENCH 312 Corequisites: Exclusio,Faculty of Arts and Science,,,[],,Engineering Chemistry,ENCH,,"[""inorganic chemistry"", ""organometallic chemistry"", ""metal-ligand bonding"", ""organic synthesis"", ""bioinorganic chemistry""]",ENCH 312
ENCH 424,Polymer Chemistry,3.0,4.0,"Specific properties of polymers (glass transition, crystallinity, polydispersity, etc) and their dependence on macromolecular structure and isomerism. Polymer synthesis overview: step and chain polymerization (free-radical, ionic and insertion mechanisms) and reactions on polymers. Examples of polymers and their uses.
(Lec: 3, Lab: 0, Tut: 0)",Prerequisites: CHEM 223 or ENCH 245 Corequisites: Exclusio,Faculty of Arts and Science,,,[],,Engineering Chemistry,ENCH,,"[""polymers"", ""glass transition"", ""crystallinity"", ""polydispersity"", ""polymer synthesis""]","CHEM 223, ENCH 245"
ENCH 425,Self Assembly and Materials,3.0,4.0,"Four topics covering a range of self-assembled molecular systems will be discussed: monolayers and bilayers, block co-polymers, nanoparticles, and liquid crystals. Material properties, synthetic methods and application of these systems in current and emerging technologies, including nanotechnologies, will be covered.
(Lec: 3, Lab: 0, Tut: 0)","Prerequisites: CHEE 210, ENCH 245 Corequisites: Exclusio",Faculty of Arts and Science,,,[],,Engineering Chemistry,ENCH,,"[""self-assembled"", ""monolayers"", ""bilayers"", ""block co-polymers"", ""nanoparticles""]","CHEE 210, ENCH 245"
ENPH 211,Applied Physics,3.5,2.0,"This course stresses the creation of physical models for real systems. Applications of vibrational motion are developed and a basic description of the properties of elastic media given. The methods required to predict the performance of physical or engineering systems are demonstrated using examples drawn from various fields of science and engineering with emphasis on mechanics and vibrations, waves and optics.
(Lec: 3, Lab: 0, Tut: 0.5)",Prerequisites: Corequisites: Exclusio,Faculty of Arts and Science,,,[],,Engineering Physics,ENPH,Philippe Stefano,"[""vibrational motion"", ""elastic media"", ""mechanics"", ""vibrations"", ""waves""]",
ENPH 213,Computational Eng. Physics,4.0,2.0,"Introduction to the use of numerical methods in solving physics and engineering problems. A high-level language appropriate for engineering, such as Python, will be introduced and used throughout the course. Possible topics to be covered include numerical differentiation and integration (with applications in error propagation), root finding and optimization problems (including curve fitting), solution of linear systems of equations, finite-element modelling, fast Fourier transforms and Monte Carlo simulations.
(Lec: 2, Lab: 1.5, Tut: 0.5)","Prerequisites: APSC 142 or APSC 143, MTHE 227 (MATH 227), MTHE 237 (MATH 237) or MTHE 225, ENPH 242 (PHYS 242) Corequisites: ENPH 211, ENPH 239 Exclusions: CMPE 271",Faculty of Arts and Science,,"ENPH 211, ENPH 239","[""CMPE 271""]",,Engineering Physics,ENPH,,"[""numerical methods"", ""Python"", ""differentiation"", ""integration"", ""Monte Carlo""]","APSC 142, APSC 143, MTHE 227, MTHE 237, MTHE 225, ENPH 242"
ENPH 225,Mechanics,3.5,2.0,"Extension of classical mechanics and engineering applications. Plane dynamics, relative motion and forces in moving and accelerated reference frames. Introduction to general three-dimensional motion of a rigid body, inertia tensor and steady-state precession. The laws of conservation of mass, momentum and energy.
(Lec: 3, Lab: 0, Tut: 0.5)","Prerequisites: APSC 111, APSC 112, APSC 171, APSC 172, APSC 174 Corequisites: Exclusio",Faculty of Arts and Science,,,[],,Engineering Physics,ENPH,"Jordan E Morelli, Mark Chen","[""classical mechanics"", ""dynamics"", ""relative motion"", ""rigid body"", ""conservation laws""]","APSC 111, APSC 112, APSC 171, APSC 172, APSC 174"
ENPH 239,Eng. Electricity & Magnetism,3.5,2.0,"The experimental basis and mathematical description of electrostatics, magnetostatics and electromagnetic induction, together with a discussion of the properties of dielectrics and ferromagnetics, are presented. Both the integral and vector forms of Maxwell's equations are deduced.
(Lec: 3, Lab: 0, Tut: 0.5)",Prerequisites: MTHE 227 (MATH 227) or MTHE 280 (MATH 280); APSC 111 and APSC 112 Corequisites: Exclusio,Faculty of Arts and Science,,,[],,Engineering Physics,ENPH,,"[""electrostatics"", ""magnetostatics"", ""electromagnetic induction"", ""dielectrics"", ""ferromagnetics""]","MTHE 227, MTHE 280, APSC 111, APSC 112"
ENPH 242,Relativity And Quanta,3.5,2.0,"Evidence for relativistic effects. Kinematics and dynamics in special relativity, Minkowski diagram, applications. Evidence for quanta, spectra, Bohr atom, quantum statistics. Descriptive nuclear physics, radioactivity, elementary particles.
(Lec: 3, Lab: 0, Tut: 0.5)","Prerequisites: APSC 111, APSC 112 Corequisites: Exclusions: PHYS 342",Faculty of Arts and Science,,,"[""PHYS 342""]",,Engineering Physics,ENPH,Marc Dignam,"[""relativity"", ""kinematics"", ""quantum"", ""Bohr atom"", ""nuclear physics""]","APSC 111, APSC 112"
ENPH 252,Mangmt Of Experimental Data,1.25,2.0,"Error and uncertainties in experimental measurement, the propagation of errors. Probability and the Binomial, Poisson and Gaussian distribution functions, fitting of Poisson and Gaussian distributions to a sample population. Linear least-squares fitting, chi-squared. The graphical treatment and presentation of data; regression and power law analyses.
COURSE DELETED 2021-2022
(Lec: 1, Lab: 0, Tut: 0.25)","Prerequisites: APSC 111, APSC 112 Corequisites: Exclusions: PHYS 342",Faculty of Arts and Science,,,"[""PHYS 342""]",,Engineering Physics,ENPH,,"[""error analysis"", ""probability"", ""Gaussian distribution"", ""least-squares"", ""data presentation""]","APSC 111, APSC 112"
ENPH 253,Engineering Physics Laboratory,3.5,2.0,"The demonstration of the basic techniques of the engineering physicist in the measurement of electric, magnetic and mechanical properties. The emphasis is on correct measurement techniques, error analysis, treatment of results and the presentation of data.
K3.5(Lec: Yes, Lab: Yes, Tut: Yes)","Prerequisites: Corequisites: ENPH 211, ENPH 239 Exclusio",Faculty of Arts and Science,,"ENPH 211, ENPH 239",[],,Engineering Physics,ENPH,,"[""measurement"", ""electric properties"", ""magnetic properties"", ""error analysis"", ""data presentation""]",
ENPH 316,Mathematical Methods in Physics I,3.5,3.0,"Methods of mathematics important for physicists. Complex arithmetic, series expansions and approximations of functions, Fourier series and transforms, vector spaces and eigenvalue problems, and differential equations.
(Lec: 3, Lab: 0, Tut: 0.5)","Prerequisites: MTHE 227 (MATH 221 or MATH 280), MTHE 237 (MATH 225 or MATH 231) or MTHE 225 Corequisites: Exclusions: ENPH 312 (PHYS 312), MTHE 338 (MATH 338), MTHE 334 (MATH 334), MTHE 335 (MATH 335)",Faculty of Arts and Science,,,"[""ENPH 312"", ""MTHE 338"", ""MTHE 334"", ""MTHE 335""]",,Engineering Physics,ENPH,Lawrence M Widrow,"[""complex arithmetic"", ""Fourier series"", ""vector spaces"", ""eigenvalue problems"", ""differential equations""]","MTHE 227, MTHE 237, MTHE 225"
ENPH 317,Mathematical Methods in Physics II,3.5,3.0,"A continuation of PHYS 316. Partial differential equations, functions of a complex variable and contour integration, and special topics such as probability and statistics, group theory and non-linear dynamics
(Lec: 3, Lab: 0, Tut: 0.5)","Prerequisites: ENPH 316 (PHYS 316) Corequisites: Exclusions: ENPH 312 (PHYS 312), MTHE 338 (MATH 338), MTHE 334 (MATH 334), MTHE 335 (MATH 335)",Faculty of Arts and Science,,,"[""ENPH 312"", ""MTHE 338"", ""MTHE 334"", ""MTHE 335""]",,Engineering Physics,ENPH,,"[""partial differential equations"", ""complex variable"", ""contour integration"", ""probability"", ""statistics""]",ENPH 316
ENPH 321,Advanced Mechanics,3.5,3.0,"An introduction to the equations of mechanics using the Lagrange formalism and to the calculus of variations leading to Hamilton's principle. The concepts developed in this course are applied to problems ranging from purely theoretical constructs to practical applications. Links to quantum mechanics and extensions to continuous systems are developed.
(Lec: 3, Lab: 0, Tut: 0.5)","Prerequisites: ENPH 211 (PHYS 211), MTHE 226 (MATH 226) or MTHE 237 (MATH 237) or MTHE 225, MTHE 227 (MATH 227) Corequisites: Exclusio",Faculty of Arts and Science,,,[],,Engineering Physics,ENPH,Aaron Vincent,"[""Lagrange formalism"", ""calculus of variations"", ""Hamilton's principle"", ""quantum mechanics"", ""continuous systems""]","ENPH 211, MTHE 226, MTHE 237, MTHE 225, MTHE 227"
ENPH 334,Electronics For Applied Scientists,5.0,3.0,"The design of electronic circuits and systems, using commonly available devices and integrated circuits. The properties of linear circuits are discussed with particular reference to the applications of feedback; operational amplifiers are introduced as fundamental building blocks. Digital circuits are examined and the properties of the commonly available I.C. types are studied; their use in measurement, control and signal analysis is outlined. Laboratory work is closely linked with lectures and provides practical experience of the subjects covered in lectures.
(Lec: 3, Lab: 1.5, Tut: 0.5)",Prerequisites: ELEC 221 Corequisites: Exclusions: ENPH 333 (PHYS 333),Faculty of Arts and Science,": logic gates, flip-flops, counters, and memory with the aid of Truth tables, DeMorgan's theorems, and Boolean algebra.",,"[""ENPH 333""]",,Engineering Physics,ENPH,Bhavin Shastri,"[""electronic circuits"", ""feedback"", ""operational amplifiers"", ""digital circuits"", ""measurement""]",ELEC 221
ENPH 336,Solid State Devices,3.25,3.0,"This course deals with the fundamental concepts of solid state materials and the principles of operation of modern electronic and optoelectronic devices. Topics in materials include crystal structure, energy bands, carrier processes and junctions. Topics in device operation include p-n junction diodes, bipolar junction transistors, field-effect junction transistors, metal-oxide-semiconductor field-effect transistors, and optoelectronic devices.
(Lec: 3, Lab: 0, Tut: 0.25)","Prerequisites: ELEC 252, ELEC 280 or ENPH 239 (PHYS 239) Corequisites: Exclusions: PHYS 335",Faculty of Arts and Science,,,"[""PHYS 335""]",,Engineering Physics,ENPH,Nir Rotenberg,"[""solid state materials"", ""electronic devices"", ""optoelectronic devices"", ""crystal structure"", ""energy bands""]","ELEC 252, ELEC 280, ENPH 239"
ENPH 344,Intro. To Quantum Mechanics,3.5,3.0,"Matter waves. Postulates of wave mechanics. Stationary states and one-dimensional potentials. Particle tunnelling and scattering states. Introduction to matrix mechanics and Dirac notation. Quantized angular momentum, and the H atom.
(Lec: 3, Lab: 0, Tut: 0.5)","Prerequisites: MTHE 237 (MATH 225 or MATH 231 or MATH 232) or MTHE 225, MTHE 227 (MATH 221 OR MATH 280), ENPH 242 (PHYS 242), ENPH 211 (PHYS 211) Corequisites: Exclusions: CHEM 313",Faculty of Arts and Science,,,"[""CHEM 313""]",,Engineering Physics,ENPH,Greg van Anders,"[""matter waves"", ""wave mechanics"", ""particle tunnelling"", ""matrix mechanics"", ""Dirac notation""]","MTHE 237, MTHE 225, MTHE 227, ENPH 242, ENPH 211"
ENPH 345,Quantum Physics Of Atoms,3.5,3.0,"Spin. Addition of angular momentum. Many electron atoms and the periodic table. Introduction to perturbation theory and Fermi's golden rule. Time dependent perturbations, including stimulated emission. Introduction to nuclear and particle physics.
(Lec: 3, Lab: 0, Tut: 0.5)",Prerequisites: ENPH 344 (PHYS 344) Corequisites: Exclusio,Faculty of Arts and Science,,,[],,Engineering Physics,ENPH,Aaron Vincent,"[""spin"", ""angular momentum"", ""perturbation theory"", ""Fermi's golden rule"", ""nuclear physics""]",ENPH 344
