natural_language_query,sql_query
show me full year MICR courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'MICR' AND units = 6.0"
what are the full year GEOE courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'GEOE' AND units = 6.0"
what are the full year PPEC courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'PPEC' AND units = 6.0"
which full year WRIT courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'WRIT' AND units = 6.0"
which full year REPD courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'REPD' AND units = 6.0"
I want to see full year CWRI courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'CWRI' AND units = 6.0"
list all full year WRIT courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'WRIT' AND units = 6.0"
which full year PPEC courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'PPEC' AND units = 6.0"
what are the full year GEOL courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'GEOL' AND units = 6.0"
I need full year NSCI courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'NSCI' AND units = 6.0"
list all full year INUK courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'INUK' AND units = 6.0"
I want to see full year ECON courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'ECON' AND units = 6.0"
get me full year SOFT courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'SOFT' AND units = 6.0"
I need full year ARIN courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'ARIN' AND units = 6.0"
which full year MATH courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'MATH' AND units = 6.0"
I want to see full year DRAM courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'DRAM' AND units = 6.0"
I need full year CANC courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'CANC' AND units = 6.0"
full year INDG courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'INDG' AND units = 6.0"
list all full year ENSC courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'ENSC' AND units = 6.0"
show me full year INTN courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'INTN' AND units = 6.0"
I need full year INUK courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'INUK' AND units = 6.0"
show me full year BLCK courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'BLCK' AND units = 6.0"
what are the full year NSCI courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'NSCI' AND units = 6.0"
what are the full year DDHT courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'DDHT' AND units = 6.0"
show me full year JAPN courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'JAPN' AND units = 6.0"
get me full year FREN courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'FREN' AND units = 6.0"
which full year CHEE courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'CHEE' AND units = 6.0"
full year ENIN courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'ENIN' AND units = 6.0"
what are the full year HLTH courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'HLTH' AND units = 6.0"
find all full year SPAN courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'SPAN' AND units = 6.0"
what are the full year LANG courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'LANG' AND units = 6.0"
what are the full year LISC courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'LISC' AND units = 6.0"
what are the full year RELS courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'RELS' AND units = 6.0"
get me full year CMPE courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'CMPE' AND units = 6.0"
list all full year CRSS courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'CRSS' AND units = 6.0"
what are the full year DRAM courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'DRAM' AND units = 6.0"
show me full year ARTF courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'ARTF' AND units = 6.0"
what are the full year EMPR courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'EMPR' AND units = 6.0"
what are the full year REPD courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'REPD' AND units = 6.0"
show me full year COCA courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'COCA' AND units = 6.0"
get me full year STAT courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'STAT' AND units = 6.0"
find all full year INUK courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'INUK' AND units = 6.0"
what are the full year STAT courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'STAT' AND units = 6.0"
what are the full year GREK courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'GREK' AND units = 6.0"
what are the full year ENPH courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'ENPH' AND units = 6.0"
I need full year FILM courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'FILM' AND units = 6.0"
I want to see full year ARTH courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'ARTH' AND units = 6.0"
list all full year ARTF courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'ARTF' AND units = 6.0"
show me full year WRIT courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'WRIT' AND units = 6.0"
I want to see full year PATH courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'PATH' AND units = 6.0"
full year INTS courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'INTS' AND units = 6.0"
show me full year BIOL courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'BIOL' AND units = 6.0"
I want to see full year POLS courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'POLS' AND units = 6.0"
I need full year MAPP courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'MAPP' AND units = 6.0"
I need full year INTS courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'INTS' AND units = 6.0"
what are the full year PHGY courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'PHGY' AND units = 6.0"
show me full year GNDS courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'GNDS' AND units = 6.0"
get me full year LIBS courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'LIBS' AND units = 6.0"
find all full year LATN courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'LATN' AND units = 6.0"
